Date,Water Level
1925-03-10,95.60763442774957
1925-03-11,95.285074550447
1925-03-12,95.46577235320122
1925-03-13,96.2347906364342
1925-03-14,96.21687761687923
1925-03-15,96.99919944478623
1925-03-16,95.68932689274135
1925-03-17,96.10027814492896
1925-03-18,96.14380167904805
1925-03-19,95.99429800381512
1925-03-20,96.04017839208286
1925-03-21,95.04639393478243
1925-03-22,94.93655799086366
1925-03-23,95.11511427661954
1925-03-24,95.8540612989903
1925-03-25,95.59492618985348
1925-03-26,95.19067938840688
1925-03-27,94.93980086661462
1925-03-28,95.39750192546565
1925-03-29,95.5618774802955
1925-03-30,95.29699737841197
1925-03-31,95.55363109496865
1925-04-01,95.60216986964267
1925-04-02,96.08649236490912
1925-04-03,95.73546581797044
1925-04-04,95.57163474467156
1925-04-05,95.37558066810547
1925-04-06,94.64382319403941
1925-04-07,94.7918833325717
1925-04-08,94.92241096866165
1925-04-09,94.92496769698288
1925-04-10,94.80767413029531
1925-04-11,94.0999887592701
1925-04-12,93.88966609788741
1925-04-13,93.71830883962403
1925-04-14,93.31717020501323
1925-04-15,93.23652734918022
1925-04-16,93.43855277758749
1925-04-17,94.38164572819275
1925-04-18,94.46893463460867
1925-04-19,94.59770982997006
1925-04-20,94.56048687208697
1925-04-21,93.60110126443745
1925-04-22,93.58784432671284
1925-04-23,93.61795943168336
1925-04-24,94.849580487926
1925-04-25,94.75340000553544
1925-04-26,94.90417367670224
1925-04-27,94.88681779184962
1925-04-28,94.30247877303985
1925-04-29,94.87389018029737
1925-04-30,95.24985669664075
1925-05-01,95.64537267016227
1925-05-02,95.1906789427649
1925-05-03,95.89207609823296
1925-05-04,95.19115056683681
1925-05-05,95.48457911373696
1925-05-06,96.57980692664194
1925-05-07,96.0845387640766
1925-05-08,95.80138989927521
1925-05-09,95.85121558181903
1925-05-10,95.59947775476093
1925-05-11,94.82414603922787
1925-05-12,94.85842752663088
1925-05-13,94.32727566976783
1925-05-14,94.56407188508541
1925-05-15,94.10435976796852
1925-05-16,94.87932697047728
1925-05-17,94.48770032430917
1925-05-18,94.32666956620633
1925-05-19,94.73342817489116
1925-05-20,94.11799601667418
1925-05-21,94.23172598397625
1925-05-22,94.88529736111747
1925-05-23,94.08155574383684
1925-05-24,94.173872673103
1925-05-25,94.30381407022722
1925-05-26,94.69472550611587
1925-05-27,94.07625015067683
1925-05-28,93.41602184413469
1925-05-29,93.67699262694313
1925-05-30,93.82548496355973
1925-05-31,93.95073138873268
1925-06-01,94.12395549348116
1925-06-02,93.78394313269192
1925-06-03,93.90006998127241
1925-06-04,94.04660621792175
1925-06-05,93.68943050890857
1925-06-06,94.62231776448095
1925-06-07,94.85923422493684
1925-06-08,94.26358247633551
1925-06-09,94.59185928065243
1925-06-10,94.10451844553877
1925-06-11,94.49806074741
1925-06-12,95.0773585369137
1925-06-13,94.66701737773785
1925-06-14,95.14870544236001
1925-06-15,95.35509590582825
1925-06-16,95.7661259858255
1925-06-17,96.71452247715247
1925-06-18,96.59182841915104
1925-06-19,96.2149603369723
1925-06-20,95.77020312215953
1925-06-21,95.36229797967681
1925-06-22,95.32374712496976
1925-06-23,95.49432311237808
1925-06-24,95.6326685120431
1925-06-25,96.0462601365611
1925-06-26,96.05276108250006
1925-06-27,96.77952812107871
1925-06-28,96.64719970445974
1925-06-29,98.00728428775454
1925-06-30,98.32011796163705
1925-07-01,97.8915391834289
1925-07-02,97.35609293439835
1925-07-03,97.59732914201994
1925-07-04,97.48559774935703
1925-07-05,97.84259799640307
1925-07-06,98.07921680868984
1925-07-07,98.0428023523614
1925-07-08,97.6194054933272
1925-07-09,96.86198188098427
1925-07-10,96.63872440495075
1925-07-11,97.0669238021125
1925-07-12,97.1739706741776
1925-07-13,96.5511012848216
1925-07-14,96.6376917477472
1925-07-15,96.83035043761161
1925-07-16,96.38842171951104
1925-07-17,96.46528427248381
1925-07-18,96.49438863170681
1925-07-19,95.9229034827915
1925-07-20,96.10179716296564
1925-07-21,96.38218942614975
1925-07-22,96.92371504773739
1925-07-23,97.45061607375484
1925-07-24,96.7617813897763
1925-07-25,96.29286886981873
1925-07-26,96.55038650342307
1925-07-27,96.80727947887917
1925-07-28,97.06480332203219
1925-07-29,98.99116906735955
1925-07-30,99.27661432270614
1925-07-31,99.84439714279644
1925-08-01,100.32139802454304
1925-08-02,100.64709365019594
1925-08-03,100.48945902787577
1925-08-04,100.8689436381224
1925-08-05,100.48253103085362
1925-08-06,100.3641217274836
1925-08-07,100.12143995356905
1925-08-08,100.16237702326222
1925-08-09,101.31970630659897
1925-08-10,100.3860737103031
1925-08-11,100.72920380549036
1925-08-12,99.92284586989553
1925-08-13,99.68687993700081
1925-08-14,100.2313552354845
1925-08-15,100.26349524503223
1925-08-16,99.72462285606757
1925-08-17,99.36697100143759
1925-08-18,99.70676987590493
1925-08-19,99.34158656004637
1925-08-20,99.44981585483735
1925-08-21,99.47260177478925
1925-08-22,99.14680160098635
1925-08-23,100.21877364564901
1925-08-24,100.53573315680802
1925-08-25,99.52316186347922
1925-08-26,99.61638902086392
1925-08-27,99.28549578847974
1925-08-28,99.71171245587784
1925-08-29,99.3154520866615
1925-08-30,99.25808386592804
1925-08-31,99.51057750541827
1925-09-01,99.94345510250334
1925-09-02,99.34330689897544
1925-09-03,99.17605628105497
1925-09-04,98.9385836254745
1925-09-05,98.61191900918763
1925-09-06,99.49464612932819
1925-09-07,99.69713698480867
1925-09-08,99.06669500764114
1925-09-09,99.52562598116853
1925-09-10,100.58670407967485
1925-09-11,101.10293670995041
1925-09-12,100.3432517269734
1925-09-13,100.10113469054029
1925-09-14,100.73459026513359
1925-09-15,100.3807555323242
1925-09-16,100.60266524639732
1925-09-17,100.98998227311199
1925-09-18,100.52651703732295
1925-09-19,100.49675435929205
1925-09-20,98.87612068925752
1925-09-21,98.36392686859037
1925-09-22,98.23764279289378
1925-09-23,97.61375120191136
1925-09-24,98.42995685387719
1925-09-25,97.71488616489687
1925-09-26,97.49486392154837
1925-09-27,97.56023421019142
1925-09-28,98.28087085472447
1925-09-29,97.56293977913475
1925-09-30,98.14452165521223
1925-10-01,98.14963818572203
1925-10-02,97.65888386019806
1925-10-03,97.88993559732968
1925-10-04,97.98946544511642
1925-10-05,97.68935700653702
1925-10-06,97.72425804903203
1925-10-07,97.53160125060116
1925-10-08,97.58835992322678
1925-10-09,97.9194252604873
1925-10-10,98.71243366855998
1925-10-11,98.09352591914656
1925-10-12,99.16004260647469
1925-10-13,98.18399870671344
1925-10-14,98.10810615919564
1925-10-15,98.40226476243794
1925-10-16,98.54276069630545
1925-10-17,98.23141093639515
1925-10-18,98.12734981121652
1925-10-19,97.88084934388709
1925-10-20,97.58616696541499
1925-10-21,98.0109680139255
1925-10-22,98.18947575690802
1925-10-23,97.84302095927771
1925-10-24,98.29282089699433
1925-10-25,98.44647065743263
1925-10-26,98.85290171685212
1925-10-27,99.16771613781391
1925-10-28,98.75321863235288
1925-10-29,98.4731281122544
1925-10-30,98.84677491481602
1925-10-31,99.15196004753275
1925-11-01,99.14150925055068
1925-11-02,99.20017294220507
1925-11-03,99.83900539009929
1925-11-04,99.54321969568137
1925-11-05,99.81676838626639
1925-11-06,99.71567206004944
1925-11-07,99.60683145843583
1925-11-08,100.15621988442943
1925-11-09,100.56892805892345
1925-11-10,100.97568287692377
1925-11-11,101.62842228050093
1925-11-12,101.63892420131731
1925-11-13,101.9799006869648
1925-11-14,101.82476730866806
1925-11-15,101.98685048491228
1925-11-16,101.92177895772845
1925-11-17,101.9702769402248
1925-11-18,102.26785545294325
1925-11-19,101.85874511132653
1925-11-20,102.90493874916925
1925-11-21,102.4019300584194
1925-11-22,101.79483575202553
1925-11-23,102.37389118877557
1925-11-24,102.76972253575704
1925-11-25,103.08178244428312
1925-11-26,103.39595519891526
1925-11-27,103.38983181249179
1925-11-28,102.94120462674888
1925-11-29,102.97910690584574
1925-11-30,102.64052605008969
1925-12-01,103.12808591679857
1925-12-02,103.05455722604749
1925-12-03,102.64180862765124
1925-12-04,102.48111570682474
1925-12-05,102.68758143396255
1925-12-06,102.40571915756057
1925-12-07,101.99460895977735
1925-12-08,102.1164525655233
1925-12-09,102.23893585107767
1925-12-10,101.9854642633921
1925-12-11,101.74994511058294
1925-12-12,101.86597007926176
1925-12-13,101.1419279085131
1925-12-14,100.43819602132483
1925-12-15,100.07897391069861
1925-12-16,99.97225033484268
1925-12-17,100.12770411764168
1925-12-18,100.86538222611645
1925-12-19,101.29421203771747
1925-12-20,101.21424277273576
1925-12-21,101.20473466878441
1925-12-22,100.7034699864655
1925-12-23,100.69421341846932
1925-12-24,100.54988409900925
1925-12-25,100.71124337917828
1925-12-26,100.29762790740213
1925-12-27,100.55730116452271
1925-12-28,101.323670621024
1925-12-29,101.26929054679557
1925-12-30,101.47014640784504
1925-12-31,101.8152184037006
1926-01-01,101.61460816775768
1926-01-02,101.72665440866288
1926-01-03,101.73295060905379
1926-01-04,101.7817886583282
1926-01-05,101.39528376640047
1926-01-06,101.40753885352994
1926-01-07,101.65653799915266
1926-01-08,102.38210980305018
1926-01-09,102.86174521609279
1926-01-10,103.93833644484857
1926-01-11,103.55466266340454
1926-01-12,103.99082298176488
1926-01-13,104.08249398463406
1926-01-14,105.17739545124289
1926-01-15,104.77324630856532
1926-01-16,104.35338538747493
1926-01-17,104.05368906475292
1926-01-18,102.99174120259802
1926-01-19,102.72886369175764
1926-01-20,102.34929736098078
1926-01-21,102.42449425421889
1926-01-22,102.59537224210747
1926-01-23,103.53345766171542
1926-01-24,104.00866958080843
1926-01-25,103.72021775297723
1926-01-26,103.27101041730306
1926-01-27,103.51697000305631
1926-01-28,102.85685339954598
1926-01-29,103.77258278247317
1926-01-30,104.36230284283381
1926-01-31,104.12771501678145
1926-02-01,103.27114775223602
1926-02-02,103.94808393931872
1926-02-03,103.89081401669242
1926-02-04,104.50972217267915
1926-02-05,103.71250834328197
1926-02-06,103.41282083180508
1926-02-07,103.41544268166416
1926-02-08,103.43893297854653
1926-02-09,103.21390024280691
1926-02-10,103.52532520898066
1926-02-11,102.99151499428937
1926-02-12,102.92032525177872
1926-02-13,102.98047306763468
1926-02-14,103.23769248466405
1926-02-15,103.59349992370849
1926-02-16,103.03117887778956
1926-02-17,102.26412179242175
1926-02-18,102.902960203371
1926-02-19,103.0691172093608
1926-02-20,102.69487394108252
1926-02-21,103.47044992884378
1926-02-22,103.52828724599021
1926-02-23,104.11793583802212
1926-02-24,104.15169507872717
1926-02-25,105.18206904116818
1926-02-26,106.05973946238977
1926-02-27,105.93525738815023
1926-02-28,106.42104286362742
1926-03-01,106.74373083841999
1926-03-02,107.42804661718617
1926-03-03,106.94558488689611
1926-03-04,107.28861061689533
1926-03-05,107.81782286032012
1926-03-06,106.93845311710857
1926-03-07,106.34682386077569
1926-03-08,105.32720777189563
1926-03-09,105.19250435467335
1926-03-10,105.55127548257133
1926-03-11,106.30245400861935
1926-03-12,106.33950139882923
1926-03-13,107.15380917161488
1926-03-14,106.46375844250744
1926-03-15,105.61206722282985
1926-03-16,105.58429337338154
1926-03-17,105.7763260978512
1926-03-18,105.75997872380415
1926-03-19,104.72625767378422
1926-03-20,104.68169765402781
1926-03-21,104.0294629037754
1926-03-22,104.36429917819041
1926-03-23,104.54759830123884
1926-03-24,104.07765840807517
1926-03-25,103.82072494940681
1926-03-26,103.29111818846233
1926-03-27,103.25977863982575
1926-03-28,103.73734980007637
1926-03-29,103.2444867769086
1926-03-30,103.49651003466752
1926-03-31,103.2313812254813
1926-04-01,102.83494480935013
1926-04-02,102.78142962937285
1926-04-03,102.26380846816316
1926-04-04,101.98698381548957
1926-04-05,101.38804486919514
1926-04-06,102.37040743565335
1926-04-07,102.38803921163921
1926-04-08,102.03817645764292
1926-04-09,102.14516641301003
1926-04-10,102.08900238816462
1926-04-11,101.97851758839799
1926-04-12,102.2856009384197
1926-04-13,102.66435479344337
1926-04-14,102.3991042196381
1926-04-15,102.11119509931576
1926-04-16,101.97366925073993
1926-04-17,100.82270866837214
1926-04-18,100.06511313727287
1926-04-19,100.74855027099512
1926-04-20,101.57103412774578
1926-04-21,101.44651610796758
1926-04-22,101.73479458949546
1926-04-23,101.89041966676723
1926-04-24,103.42986007099485
1926-04-25,103.98964752671215
1926-04-26,103.92568873097176
1926-04-27,103.44791851067154
1926-04-28,102.64469535054276
1926-04-29,102.74642716847637
1926-04-30,102.36825179583423
1926-05-01,101.65712494103538
1926-05-02,101.33383849891412
1926-05-03,100.79306449710693
1926-05-04,101.6366353146432
1926-05-05,102.07745519311793
1926-05-06,102.07346887245961
1926-05-07,102.81344094190463
1926-05-08,102.85212509572844
1926-05-09,102.42148299506431
1926-05-10,103.18304503369914
1926-05-11,103.45250005554146
1926-05-12,102.93387697837824
1926-05-13,102.83870763933643
1926-05-14,102.40089851264406
1926-05-15,101.7094986471619
1926-05-16,102.17258742092771
1926-05-17,103.12729574116278
1926-05-18,102.42801195425321
1926-05-19,102.7094965725985
1926-05-20,102.38417528803758
1926-05-21,102.14061259615522
1926-05-22,101.8444156340358
1926-05-23,101.41242024919589
1926-05-24,101.4366810631683
1926-05-25,101.02120600496278
1926-05-26,101.1564344178527
1926-05-27,101.13131536312814
1926-05-28,101.01184133969493
1926-05-29,100.55805950867413
1926-05-30,100.26967384338997
1926-05-31,100.64736945630284
1926-06-01,100.89782805011502
1926-06-02,100.40905042771575
1926-06-03,100.45871658043036
1926-06-04,100.83441014211627
1926-06-05,99.99970750155558
1926-06-06,100.27138759774554
1926-06-07,99.94007571827262
1926-06-08,100.2253750525692
1926-06-09,99.84374547429795
1926-06-10,98.94130442396568
1926-06-11,98.12753320502411
1926-06-12,98.15157567835479
1926-06-13,98.28143692921553
1926-06-14,97.82927861666333
1926-06-15,98.14857484605201
1926-06-16,97.31781481491754
1926-06-17,97.28477491559387
1926-06-18,96.67926681571265
1926-06-19,96.35334876181157
1926-06-20,96.37704809746978
1926-06-21,95.9468414148278
1926-06-22,95.75456364271288
1926-06-23,96.2577100473201
1926-06-24,95.96926411255853
1926-06-25,96.38711016859111
1926-06-26,95.8222567412623
1926-06-27,96.08715883021993
1926-06-28,96.80794314054889
1926-06-29,95.57212089048524
1926-06-30,95.17367326275
1926-07-01,95.46220932634027
1926-07-02,95.36068663331878
1926-07-03,95.54625957000444
1926-07-04,95.24426697664651
1926-07-05,95.28756187038297
1926-07-06,95.20972325268693
1926-07-07,95.79361428351683
1926-07-08,95.92082470516745
1926-07-09,96.08962603620505
1926-07-10,95.88368755314382
1926-07-11,95.63988444110757
1926-07-12,95.42360534719775
1926-07-13,95.6208314183869
1926-07-14,95.41033917797677
1926-07-15,95.55522660642498
1926-07-16,96.5929270057477
1926-07-17,97.02848935746354
1926-07-18,96.86547759137962
1926-07-19,97.4660845524616
1926-07-20,97.26204686595082
1926-07-21,96.24298459836189
1926-07-22,95.73894144290318
1926-07-23,94.80354548239026
1926-07-24,94.62778874036961
1926-07-25,94.63699792996438
1926-07-26,95.47521658610202
1926-07-27,95.6386802729841
1926-07-28,95.52913000857967
1926-07-29,95.94383279917142
1926-07-30,94.83826514466747
1926-07-31,94.95607242372175
1926-08-01,95.34150502066524
1926-08-02,94.60221189777532
1926-08-03,95.17408891937879
1926-08-04,95.34333712312599
1926-08-05,95.13569316617559
1926-08-06,95.45208409922873
1926-08-07,96.58743052813094
1926-08-08,96.67836365566018
1926-08-09,96.80247394881034
1926-08-10,96.57279349904023
1926-08-11,96.14787131430784
1926-08-12,96.56303922257995
1926-08-13,96.13499730962552
1926-08-14,96.17078042823522
1926-08-15,95.93195170485265
1926-08-16,96.17144161772585
1926-08-17,96.33827267036932
1926-08-18,96.85704264249827
1926-08-19,96.6020344430709
1926-08-20,96.46709697542421
1926-08-21,95.97771511753307
1926-08-22,95.75556848749501
1926-08-23,95.94421873401743
1926-08-24,96.32271304234011
1926-08-25,95.8616303802513
1926-08-26,96.29643334030412
1926-08-27,96.9742522697066
1926-08-28,97.18096972131845
1926-08-29,98.11936762759748
1926-08-30,97.7324730280457
1926-08-31,97.11014567638999
1926-09-01,96.22078555193785
1926-09-02,96.96880770768244
1926-09-03,97.29599053585947
1926-09-04,97.26819820040424
1926-09-05,97.40818251356416
1926-09-06,96.84543798991497
1926-09-07,98.06831397972338
1926-09-08,98.132924570711
1926-09-09,98.18762196801345
1926-09-10,98.55050527996279
1926-09-11,98.79100989583114
1926-09-12,98.9029519079707
1926-09-13,98.50771468024806
1926-09-14,98.74344885881605
1926-09-15,99.68446110705356
1926-09-16,100.35717113013105
1926-09-17,101.15376444345075
1926-09-18,100.89815660523516
1926-09-19,100.40335419510588
1926-09-20,100.34046073505604
1926-09-21,100.36832319120039
1926-09-22,100.91541895043586
1926-09-23,100.06918663557846
1926-09-24,100.83396179530877
1926-09-25,100.75495784601927
1926-09-26,100.54151731104557
1926-09-27,100.03546512341548
1926-09-28,99.2080367874826
1926-09-29,99.61962207946355
1926-09-30,99.65628106305775
1926-10-01,99.01130061318723
1926-10-02,98.36376122715542
1926-10-03,98.19586887751035
1926-10-04,99.03037964015505
1926-10-05,98.90058396447324
1926-10-06,98.14901248791419
1926-10-07,98.02614095587123
1926-10-08,97.88977917099739
1926-10-09,96.5413358495266
1926-10-10,96.5141884162677
1926-10-11,96.39872115116336
1926-10-12,96.74682433357006
1926-10-13,97.67130238104274
1926-10-14,98.23458489581661
1926-10-15,98.1001405505392
1926-10-16,97.54687759616837
1926-10-17,98.8335574977933
1926-10-18,98.86316671480054
1926-10-19,98.87013136075701
1926-10-20,98.85806881720201
1926-10-21,98.95711119758595
1926-10-22,98.88493099162397
1926-10-23,98.59809998818385
1926-10-24,98.32467051756366
1926-10-25,98.30829388245566
1926-10-26,98.03658149688877
1926-10-27,97.68015860555019
1926-10-28,97.73337371939614
1926-10-29,97.6058851106857
1926-10-30,98.35788160497705
1926-10-31,97.03239670078055
1926-11-01,97.57815012674178
1926-11-02,98.2011927229906
1926-11-03,97.16449760678653
1926-11-04,96.99315380974635
1926-11-05,96.80743337674845
1926-11-06,96.10367752938954
1926-11-07,95.71476918559411
1926-11-08,95.15948126286119
1926-11-09,96.035616484573
1926-11-10,96.50345568114673
1926-11-11,97.1392332286438
1926-11-12,97.50006926066543
1926-11-13,96.93554337505681
1926-11-14,96.67328324191692
1926-11-15,96.91797052253088
1926-11-16,96.30690661808491
1926-11-17,96.66340583317111
1926-11-18,96.54324313409204
1926-11-19,96.35583273031723
1926-11-20,96.71131271441898
1926-11-21,96.93344437016201
1926-11-22,96.75296128725246
1926-11-23,97.33262618893458
1926-11-24,96.79209452513464
1926-11-25,97.10006232860677
1926-11-26,97.39661295759096
1926-11-27,97.24183973793397
1926-11-28,97.40490624905503
1926-11-29,96.77934946086238
1926-11-30,97.24136297046583
1926-12-01,97.14891190224434
1926-12-02,96.88755039198482
1926-12-03,97.41205500490325
1926-12-04,97.05988315963188
1926-12-05,96.3556525114501
1926-12-06,95.57733792468815
1926-12-07,95.88034290036096
1926-12-08,95.24012822411282
1926-12-09,96.117525315105
1926-12-10,95.07656061116315
1926-12-11,95.92478879530816
1926-12-12,96.03029752890947
1926-12-13,95.98194097297427
1926-12-14,95.7094814295698
1926-12-15,95.90904948674584
1926-12-16,95.89023213553341
1926-12-17,96.44188307654167
1926-12-18,96.4989969008727
1926-12-19,96.57414778160363
1926-12-20,96.39234167549671
1926-12-21,96.36386886363617
1926-12-22,96.5177697480822
1926-12-23,95.66268555175388
1926-12-24,94.98859284070103
1926-12-25,95.36022488771239
1926-12-26,95.44565760677636
1926-12-27,95.35366593860002
1926-12-28,95.36288290513272
1926-12-29,95.53667375781355
1926-12-30,95.26679391765887
1926-12-31,94.87764155495772
1927-01-01,94.97556418250656
1927-01-02,94.48637779369903
1927-01-03,94.69050417155627
1927-01-04,93.83921236943735
1927-01-05,94.35379018810018
1927-01-06,94.5900889293067
1927-01-07,94.71810379646364
1927-01-08,95.20944928843639
1927-01-09,96.04218651066768
1927-01-10,96.54937154317675
1927-01-11,95.62893442751093
1927-01-12,94.98914594414308
1927-01-13,94.67673665529523
1927-01-14,94.68978218040066
1927-01-15,94.94861169063522
1927-01-16,94.58573978405848
1927-01-17,94.67912316629702
1927-01-18,94.30143170012036
1927-01-19,93.99567279862438
1927-01-20,93.29234225020028
1927-01-21,92.83072562714482
1927-01-22,92.15488332433665
1927-01-23,91.66694669784799
1927-01-24,92.1937675961519
1927-01-25,91.71906815173594
1927-01-26,93.03525918415463
1927-01-27,93.28191813459507
1927-01-28,93.37433619644251
1927-01-29,92.9451573063519
1927-01-30,93.2953122460564
1927-01-31,93.00749333293751
1927-02-01,93.0684982402602
1927-02-02,94.3485405093946
1927-02-03,94.30051055953227
1927-02-04,94.87514722267511
1927-02-05,94.52355901011217
1927-02-06,94.50606476486368
1927-02-07,95.39146508268144
1927-02-08,95.07798155378755
1927-02-09,95.98420583278602
1927-02-10,96.33808180051375
1927-02-11,96.05684841256662
1927-02-12,96.37305228209438
1927-02-13,96.85932950690774
1927-02-14,97.17023448801635
1927-02-15,96.38512212807112
1927-02-16,96.02155354015868
1927-02-17,95.89779422238293
1927-02-18,95.8605775078329
1927-02-19,96.17091355660824
1927-02-20,96.25976405707488
1927-02-21,95.59209187771982
1927-02-22,95.7821908032228
1927-02-23,96.08748367586472
1927-02-24,96.36737889983023
1927-02-25,96.90776926260754
1927-02-26,97.324730339882
1927-02-27,97.55432037949622
1927-02-28,97.51923752376689
1927-03-01,96.6887570570089
1927-03-02,96.90356616657519
1927-03-03,97.00741001015675
1927-03-04,97.14319942875443
1927-03-05,96.50482514084428
1927-03-06,95.96429687064014
1927-03-07,96.49087329730659
1927-03-08,96.47109572037827
1927-03-09,96.81184606906459
1927-03-10,96.82600525712981
1927-03-11,96.84088332687769
1927-03-12,97.31002522986569
1927-03-13,97.052002865757
1927-03-14,97.10006325422749
1927-03-15,96.86892560987496
1927-03-16,96.65167749615881
1927-03-17,96.49709143442449
1927-03-18,96.60815832024134
1927-03-19,96.36878400940961
1927-03-20,96.99666207219637
1927-03-21,96.54935842108662
1927-03-22,96.45592259900593
1927-03-23,96.23605706986885
1927-03-24,96.95954601204572
1927-03-25,97.0578234003015
1927-03-26,97.57374567003582
1927-03-27,96.83096548351733
1927-03-28,96.96449061645197
1927-03-29,97.40930601426368
1927-03-30,97.45044800890139
1927-03-31,97.98318819643407
1927-04-01,97.72454397138388
1927-04-02,98.42921769147668
1927-04-03,99.5786667532863
1927-04-04,99.39724747306647
1927-04-05,99.17449621236608
1927-04-06,99.90118845092493
1927-04-07,100.69097452379029
1927-04-08,100.42954451021366
1927-04-09,100.21945110166573
1927-04-10,100.07855879723547
1927-04-11,99.40633354171834
1927-04-12,98.94700756847624
1927-04-13,98.4449371851002
1927-04-14,98.06103840254814
1927-04-15,98.04369595885474
1927-04-16,98.16080332512301
1927-04-17,98.93605357153005
1927-04-18,98.43687655116065
1927-04-19,98.92903775039895
1927-04-20,98.82204332828618
1927-04-21,98.79731147345997
1927-04-22,99.13472121954328
1927-04-23,98.57336020876213
1927-04-24,98.76456508185414
1927-04-25,98.84779118596067
1927-04-26,99.09401681796476
1927-04-27,99.23860113991866
1927-04-28,100.4662512098741
1927-04-29,100.14738121774845
1927-04-30,99.88188274024755
1927-05-01,99.57031247703516
1927-05-02,99.29257391745503
1927-05-03,98.97388035380177
1927-05-04,99.56838861935555
1927-05-05,100.27864074335048
1927-05-06,99.99326759647573
1927-05-07,99.57708980992362
1927-05-08,99.81279758811682
1927-05-09,99.53668606597634
1927-05-10,99.8531519748541
1927-05-11,99.95461348527975
1927-05-12,99.19674142778113
1927-05-13,99.97049402844615
1927-05-14,100.86843286499392
1927-05-15,100.56203851975172
1927-05-16,100.36818773978374
1927-05-17,100.51112043514618
1927-05-18,100.6783488301397
1927-05-19,101.00762096647611
1927-05-20,102.0127232358593
1927-05-21,101.92424962211227
1927-05-22,101.52510099984303
1927-05-23,100.83544138583578
1927-05-24,100.46997636586482
1927-05-25,100.45341287942792
1927-05-26,101.3506918111868
1927-05-27,101.09188616166873
1927-05-28,101.20378013748818
1927-05-29,101.1955686894518
1927-05-30,101.78976532617584
1927-05-31,103.05323153911266
1927-06-01,102.78779715265249
1927-06-02,102.54307743139339
1927-06-03,103.06515786992792
1927-06-04,103.40610361474107
1927-06-05,104.3294572776091
1927-06-06,104.62142137027207
1927-06-07,104.44177532487855
1927-06-08,104.7371027402247
1927-06-09,105.29145453051615
1927-06-10,105.70169562111484
1927-06-11,105.95533263666849
1927-06-12,106.48866998146306
1927-06-13,107.0733177766859
1927-06-14,107.76439727220466
1927-06-15,108.08875221599948
1927-06-16,108.00519317584106
1927-06-17,108.07855001905772
1927-06-18,108.68180450231189
1927-06-19,108.27333666681828
1927-06-20,108.45767332125473
1927-06-21,108.26100391509104
1927-06-22,108.27537632655846
1927-06-23,108.9146022578621
1927-06-24,109.01015179187206
1927-06-25,109.03337006595012
1927-06-26,108.35344199546017
1927-06-27,108.72656877847378
1927-06-28,109.04931086904432
1927-06-29,110.13093823069704
1927-06-30,109.97704911322054
1927-07-01,110.08662427705252
1927-07-02,110.21131611890789
1927-07-03,111.00004275878963
1927-07-04,110.95239499259615
1927-07-05,111.09190575548132
1927-07-06,111.39585401033959
1927-07-07,111.48915857191777
1927-07-08,111.2659417646425
1927-07-09,111.36298676109166
1927-07-10,111.89980263602155
1927-07-11,111.38654498631603
1927-07-12,111.45302982338946
1927-07-13,111.10296941591987
1927-07-14,111.7004927303823
1927-07-15,110.9388992779904
1927-07-16,110.6594383543546
1927-07-17,110.84804429188688
1927-07-18,111.63080630650404
1927-07-19,111.59793117596755
1927-07-20,111.32033141262094
1927-07-21,112.26090994734125
1927-07-22,111.53690299713313
